;x;y;xerr;yerr
27;-15630.786577971458;14.469677826910928;0.004210670462459914;0.08368609382925092
26;-15589.720437099453;17.415372035977107;0.0036444850605912623;0.08399233029125462
25;-15550.345289727888;22.06295955882353;0.0029359128277653196;0.0850653768789344
24;-15509.718143547305;26.098993633189565;0.0027921758193931606;0.08637191765011283
23;-15471.528663980534;29.783363471971068;0.0025349590966780976;0.0858424517411668
22;-15430.890104485039;20.87744641192917;0.002959896019036538;0.08364355516844935
21;-15390.942624981111;11.757731958762887;0.004110344207759287;0.07552312365739879
20;-15357.469682751176;6.964362081254455;0.00696565917933684;0.09462211511032025
19;-15303.59482281345;4.298461538461538;0.009050872984334766;0.08094978707339068
18;-15271.79038391614;4.56393001345895;0.008850878407787682;0.0764108211743339
17;-15231.401706412675;2.1625320786997433;0.010330922474892713;0.06500235924447031
16;-15189.625673887185;1.5758157389635317;0.012163818888765903;0.061405633487628716
15;-15148.771443551537;1.5182266009852217;0.011701821246522491;0.061758855339926935
14;-15107.604379890554;1.2832832832832832;0.012136606953401087;0.05854337641109733
13;-15065.892597212696;0.9979899497487437;0.011622485620272923;0.054085284210852416
12;-15025.039890062928;0.805464480874317;0.012586529181114666;0.05321038151701394
11;-14984.285813506976;1.0069582504970178;0.012169674926622727;0.054138505977780464
10;-14944.96897211169;1.1617195496417605;0.012442692433007827;0.05721680040750592
9;-14904.905079478625;1.0066518847006651;0.013775992822845405;0.05704710410842694
8;-14864.874704351285;0.723568281938326;0.013913748572617105;0.05174342618336619
7;-14825.00355177256;0.9968387776606955;0.013373709739401982;0.055325093579175005
6;-14784.040827216584;0.5579064587973274;0.01426194432924125;0.04856315603788614
5;-14744.44420964313;0.9511400651465798;0.014073966108325953;0.05512756868699906
4;-14705.265081985266;0.8719052744886975;0.013834532540456837;0.053255627283332614
3;-14664.136389499006;0.5010893246187363;0.015179670183025063;0.04637492331197556
2;-14622.457322162174;0.6780748663101605;0.014925638638169246;0.0498488689209326
1;-14584.722000217276;0.8645833333333334;0.013775253687624023;0.05261588905327415
0;-14558.55060754122;0.29508196721311475;0.06821141666532661;0.11427319601757106
